# Generated from Carapace 1.7.3 export trees; do not edit by hand.
git archimport	-	-D,-T,-a,-f,-h,-o,-t,-v	-
git archive	-	--add-file,--add-virtual-file,--exec,--format,--list,--mtime,--output,--prefix,--remote,--verbose,--worktree-attributes,-0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-l,-o,-v	-
git backfill	-	--min-batch-size,--sparse	-
git bisect	bad,good,log,new,next,old,replay,reset,run,skip,start,terms,view,visualize	-	-
git bisect bad	-	-	-
git bisect good	-	-	-
git bisect log	-	-	-
git bisect new	-	-	-
git bisect next	-	-	-
git bisect old	-	-	-
git bisect replay	-	-	path
git bisect reset	-	-	-
git bisect run	-	-	path
git bisect skip	-	-	-
git bisect start	-	--first-parent,--no-checkout,--term-bad,--term-good,--term-new,--term-old	-
git bisect terms	-	--term-bad,--term-good	-
git bisect view	-	--p,--stat	-
git bisect visualize	-	--p,--stat	-
git blame	-	--abbrev,--color-by-age,--color-lines,--contents,--diff-algorithm,--ignore-rev,--ignore-revs-file,--incremental,--line-porcelain,--minimal,--porcelain,--progress,--root,--score-debug,--show-email,--show-name,--show-number,--show-stats,-C,-L,-M,-S,-b,-c,-e,-f,-l,-n,-p,-s,-t,-w	path
git branch	-	--abbrev,--all,--color,--column,--contains,--copy,--create-reflog,--delete,--edit-description,--force,--format,--ignore-case,--list,--merged,--move,--no-abbrev,--no-color,--no-column,--no-contains,--no-merged,--no-track,--omit-empty,--points-at,--quiet,--recurse-submodules,--remotes,--set-upstream-to,--show-current,--sort,--track,--unset-upstream,--verbose,-C,-D,-M,-a,-c,-d,-f,-i,-l,-m,-q,-r,-t,-v	-
git bugreport	-	--diagnose,--no-diagnose,--output-directory,--suffix,-o,-s	-
git bundle	create,list-heads,unbundle,verify	--verbose,-v	-
git bundle create	-	--all-progress,--all-progress-implied,--progress,--quiet,--version,-q	path
git bundle list-heads	-	-	path
git bundle unbundle	-	-	path
git bundle verify	-	--quiet,-q	path
git cat-file	-	--allow-unknown-type,--batch,--batch-all-objects,--batch-check,--buffer,--filter,--filters,--follow-symlinks,--mailmap,--no-filter,--no-mailmap,--no-use-mailmap,--path,--textconv,--unordered,--use-mailmap,-e,-p,-s,-t	-
git check-attr	-	--all,--cached,--source,--stdin,-a,-z	-
git check-ignore	-	--no-index,--non-matching,--quiet,--stdin,--verbose,-n,-q,-v,-z	path
git check-mailmap	-	--stdin	-
git check-ref-format	-	--allow-onelevel,--branch,--no-allow-onelevel,--normalize,--refspec-pattern	-
git checkout	-	--conflict,--detach,--force,--guess,--ignore-other-worktrees,--ignore-skip-worktree-bits,--inter-hunk-context,--merge,--no-guess,--no-overlay,--no-overwrite-ignore,--no-progress,--no-recurse-submodules,--no-track,--orphan,--ours,--overlay,--overwrite-ignore,--patch,--pathspec-file-nul,--pathspec-from-file,--progress,--quiet,--recurse-submodules,--theirs,--track,--unified,-2,-3,-B,-U,-b,-d,-f,-l,-m,-p,-q,-t	-
git checkout-index	-	--all,--force,--ignore-skip-worktree-bits,--index,--no-create,--prefix,--quiet,--stage,--stdin,--temp,-a,-f,-n,-q,-u,-z	path
git cherry	-	--abbrev,--verbose,-v	-
git cherry-pick	-	--abort,--allow-empty,--allow-empty-message,--cleanup,--continue,--edit,--empty,--ff,--gpg-sign,--keep-redundant-commits,--mainline,--no-commit,--no-gpg-sign,--no-rerere-autoupdate,--quit,--rerere-autoupdate,--signoff,--skip,--strategy,--strategy-option,-S,-X,-e,-m,-n,-s,-x	-
git citool	-	-	-
git clean	-	--dry-run,--exclude,--force,--interactive,--quiet,-X,-d,-e,-f,-i,-n,-q,-x	path
git clone	-	--also-filter-submodules,--bare,--branch,--bundle-uri,--config,--depth,--dissociate,--filter,--ipv4,--ipv6,--jobs,--local,--mirror,--no-checkout,--no-hardlinks,--no-local,--no-single-branch,--no-tags,--origin,--progress,--quiet,--recurse-submodules,--recursive,--ref-format,--reference,--reference-if-able,--reject-shallow,--remote-submodules,--revision,--separate-git-dir,--server-option,--shallow-exclude,--shallow-since,--shallow-submodules,--shared,--single-branch,--sparse,--tags,--template,--upload-pack,--verbose,-4,-6,-b,-c,-j,-l,-n,-o,-q,-s,-u,-v	-
git column	-	--command,--indent,--mode,--nl,--padding,--raw-mode,--width	-
git commit	-	--ahead-behind,--all,--allow-empty,--allow-empty-message,--amend,--author,--branch,--cleanup,--date,--dry-run,--edit,--file,--fixup,--gpg-sign,--include,--inter-hunk-context,--interactive,--long,--message,--no-ahead-behind,--no-edit,--no-gpg-sign,--no-post-rewrite,--no-signoff,--no-status,--no-verify,--null,--only,--patch,--pathspec-file-nul,--pathspec-from-file,--porcelain,--quiet,--reedit-message,--reset-author,--reuse-message,--short,--signoff,--squash,--status,--template,--trailer,--unified,--untracked-files,--verbose,-C,-F,-S,-U,-a,-c,-e,-i,-m,-n,-o,-p,-q,-s,-t,-u,-v,-z	path
git commit-graph	verify,write	-	-
git commit-graph verify	-	--no-progress,--object-dir,--progress,--shallow	-
git commit-graph write	-	--append,--changed-paths,--max-new-filters,--no-max-new-filters,--no-progress,--object-dir,--progress,--reachable,--split,--stdin-commits,--stdin-packs	-
git commit-tree	-	--gpg-sign,--no-gpg-sign,-F,-S,-m,-p	-
git config	-	--add,--blob,--bool,--bool-or-int,--bool-or-str,--default,--edit,--expiry-date,--file,--fixed-value,--get,--get-all,--get-color,--get-colorbool,--get-regexp,--get-urlmatch,--global,--includes,--int,--list,--local,--name-only,--null,--path,--remove-section,--rename-section,--replace-all,--show-origin,--show-scope,--system,--type,--unset,--unset-all,--worktree,-e,-f,-l,-t,-z	path
git count-objects	-	--human-readable,--verbose,-H,-v	-
git credential	-	-	-
git credential-cache	-	--socket,--timeout	-
git credential-store	-	--file	-
git cvsexportcommit	-	-P,-W,-a,-c,-d,-f,-k,-m,-p,-u,-v,-w	-
git cvsimport	-	-A,-C,-L,-M,-P,-R,-S,-a,-d,-h,-i,-k,-m,-o,-p,-r,-s,-u,-v,-z	-
git cvsserver	-	--base-path,--export-all,--help,--strict-paths,--version,-V,-h	path
git daemon	-	--access-hook,--allow-override,--base-path,--base-path-relaxed,--detach,--disable,--enable,--export-all,--forbid-override,--group,--inetd,--informative-errors,--init-timeout,--interpolated-path,--listen,--log-destination,--max-connections,--no-informative-errors,--pid-file,--port,--reuseaddr,--strict-paths,--syslog,--timeout,--user,--user-path,--verbose	path
git describe	-	--abbrev,--all,--always,--broken,--candidates,--contains,--debug,--dirty,--exact-match,--exclude,--first-parent,--long,--match,--tags	-
git diagnose	-	--mode,--output-directory,--suffix,-o,-s	-
git diff	-	--abbrev,--anchored,--base,--binary,--break-rewrites,--cached,--cc,--check,--color,--color-moved,--color-moved-ws,--color-words,--compact-summary,--cumulative,--default-prefix,--diff-algorithm,--diff-filter,--dirstat,--dirstat-by-file,--dst-prefix,--exit-code,--ext-diff,--find-copies,--find-copies-harder,--find-object,--find-renames,--follow,--full-index,--function-context,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--indent-heuristic,--inter-hunk-context,--irreversible-delete,--ita-invisible-in-index,--line-prefix,--merge-base,--minimal,--name-only,--name-status,--no-abbrev,--no-color,--no-color-moved,--no-color-moved-ws,--no-ext-diff,--no-follow,--no-indent-heuristic,--no-index,--no-patch,--no-prefix,--no-rename-empty,--no-renames,--no-textconv,--numstat,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--patch,--patch-with-raw,--patch-with-stat,--patience,--pickaxe-all,--pickaxe-regex,--quiet,--raw,--relative,--rename-empty,--rotate-to,--shortstat,--skip-to,--src-prefix,--staged,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--submodule,--summary,--text,--textconv,--theirs,--unified,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-G,-I,-M,-O,-R,-S,-U,-W,-X,-a,-b,-c,-l,-p,-s,-u,-w,-z	-
git diff-files	-	--abbrev,--abbrev-commit,--after,--all,--all-match,--alternate-refs,--ancestry-path,--anchored,--author,--author-date-order,--base,--basic-regexp,--before,--binary,--bisect,--bisect-all,--bisect-vars,--boundary,--branches,--break-rewrites,--cached,--cc,--check,--cherry,--cherry-mark,--cherry-pick,--children,--color,--color-moved,--color-moved-ws,--color-words,--commit-header,--committer,--compact-summary,--count,--cumulative,--date,--date-order,--default,--default-prefix,--dense,--diff-algorithm,--diff-filter,--dirstat,--dirstat-by-file,--disk-usage,--do-walk,--dst-prefix,--early-output,--encoding,--exclude,--exclude-first-parent-only,--exclude-hidden,--exclude-promisor-objects,--exit-code,--expand-tabs,--ext-diff,--extended-regexp,--filter,--filter-print-omitted,--filter-provided-objects,--find-copies,--find-copies-harder,--find-object,--find-renames,--first-parent,--fixed-strings,--follow,--format,--full-diff,--full-history,--full-index,--function-context,--glob,--graph,--graph-lane-limit,--grep,--grep-reflog,--header,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-missing,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--in-commit-order,--indent-heuristic,--indexed-objects,--inter-hunk-context,--invert-grep,--irreversible-delete,--ita-invisible-in-index,--left-only,--left-right,--line-prefix,--log-size,--mailmap,--max-age,--max-count,--max-count-oldest,--max-parents,--maximal-only,--merge,--merges,--min-age,--min-parents,--minimal,--missing,--name-only,--name-status,--no-abbrev,--no-abbrev-commit,--no-color,--no-color-moved,--no-color-moved-ws,--no-commit-header,--no-expand-tabs,--no-ext-diff,--no-filter,--no-follow,--no-indent-heuristic,--no-index,--no-max-parents,--no-merges,--no-min-parents,--no-notes,--no-object-names,--no-patch,--no-prefix,--no-relative,--no-rename-empty,--no-renames,--no-textconv,--no-walk,--not,--notes,--numstat,--object-names,--objects,--objects-edge,--objects-edge-aggressive,--oneline,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--parents,--patch,--patch-with-raw,--patch-with-stat,--patience,--perl-regexp,--pickaxe-all,--pickaxe-regex,--pretty,--progress,--quiet,--raw,--reflog,--regexp-ignore-case,--relative,--relative-date,--remotes,--remove-empty,--rename-empty,--reverse,--right-only,--rotate-to,--shortstat,--show-linear-break,--show-notes-by-default,--show-pulls,--show-signature,--simplify-by-decoration,--simplify-merges,--since,--since-as-filter,--single-worktree,--skip,--skip-to,--sparse,--src-prefix,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--stdin,--submodule,--summary,--tags,--text,--textconv,--theirs,--timestamp,--topo-order,--unified,--unpacked,--until,--use-bitmap-index,--use-mailmap,--walk-reflogs,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-E,-F,-G,-I,-M,-O,-P,-R,-S,-U,-W,-X,-a,-b,-c,-g,-i,-l,-n,-p,-q,-s,-u,-w,-z	path
git diff-index	-	--abbrev,--anchored,--base,--binary,--break-rewrites,--cached,--cc,--check,--color,--color-moved,--color-moved-ws,--color-words,--compact-summary,--cumulative,--default-prefix,--diff-algorithm,--diff-filter,--dirstat,--dirstat-by-file,--dst-prefix,--exit-code,--ext-diff,--find-copies,--find-copies-harder,--find-object,--find-renames,--follow,--full-index,--function-context,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--indent-heuristic,--inter-hunk-context,--irreversible-delete,--ita-invisible-in-index,--line-prefix,--merge-base,--minimal,--name-only,--name-status,--no-abbrev,--no-color,--no-color-moved,--no-color-moved-ws,--no-ext-diff,--no-follow,--no-indent-heuristic,--no-index,--no-patch,--no-prefix,--no-relative,--no-rename-empty,--no-renames,--no-textconv,--numstat,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--patch,--patch-with-raw,--patch-with-stat,--patience,--pickaxe-all,--pickaxe-regex,--quiet,--raw,--relative,--rename-empty,--rotate-to,--shortstat,--skip-to,--src-prefix,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--submodule,--summary,--text,--textconv,--theirs,--unified,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-G,-I,-M,-O,-R,-S,-U,-W,-X,-a,-b,-c,-l,-m,-p,-s,-u,-w,-z	-
git diff-pairs	-	--abbrev,--anchored,--base,--binary,--break-rewrites,--cached,--cc,--check,--color,--color-moved,--color-moved-ws,--color-words,--compact-summary,--cumulative,--default-prefix,--diff-algorithm,--diff-filter,--dirstat,--dirstat-by-file,--dst-prefix,--exit-code,--ext-diff,--find-copies,--find-copies-harder,--find-object,--find-renames,--follow,--full-index,--function-context,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--indent-heuristic,--inter-hunk-context,--irreversible-delete,--ita-invisible-in-index,--line-prefix,--minimal,--name-only,--name-status,--no-abbrev,--no-color,--no-color-moved,--no-color-moved-ws,--no-ext-diff,--no-follow,--no-indent-heuristic,--no-index,--no-patch,--no-prefix,--no-rename-empty,--no-renames,--no-textconv,--numstat,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--patch,--patch-with-raw,--patch-with-stat,--patience,--pickaxe-all,--pickaxe-regex,--raw,--relative,--rename-empty,--rotate-to,--shortstat,--skip-to,--src-prefix,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--submodule,--summary,--text,--textconv,--theirs,--unified,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-I,-M,-O,-R,-S,-U,-W,-X,-a,-b,-c,-l,-p,-s,-u,-w,-z	-
git diff-tree	-	--abbrev,--abbrev-commit,--always,--anchored,--base,--binary,--break-rewrites,--cached,--cc,--check,--children,--color,--color-moved,--color-moved-ws,--color-words,--combined-all-paths,--commit-header,--compact-summary,--count,--cumulative,--date,--default-prefix,--diff-algorithm,--diff-filter,--dirstat,--dirstat-by-file,--dst-prefix,--encoding,--exit-code,--expand-tabs,--ext-diff,--find-copies,--find-copies-harder,--find-object,--find-renames,--follow,--format,--full-index,--function-context,--graph,--graph-lane-limit,--header,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--indent-heuristic,--inter-hunk-context,--irreversible-delete,--ita-invisible-in-index,--left-right,--line-prefix,--merge-base,--minimal,--name-only,--name-status,--no-abbrev,--no-abbrev-commit,--no-color,--no-color-moved,--no-color-moved-ws,--no-commit-header,--no-commit-id,--no-expand-tabs,--no-ext-diff,--no-follow,--no-indent-heuristic,--no-index,--no-notes,--no-patch,--no-prefix,--no-relative,--no-rename-empty,--no-renames,--no-textconv,--notes,--numstat,--oneline,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--parents,--patch,--patch-with-raw,--patch-with-stat,--patience,--pickaxe-all,--pickaxe-regex,--pretty,--quiet,--raw,--relative,--relative-date,--rename-empty,--root,--rotate-to,--shortstat,--show-linear-break,--show-notes-by-default,--show-signature,--skip-to,--src-prefix,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--stdin,--submodule,--summary,--text,--textconv,--theirs,--timestamp,--unified,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-G,-I,-M,-O,-R,-S,-U,-W,-X,-a,-b,-c,-l,-m,-p,-r,-s,-t,-u,-v,-w,-z	-
git difftool	-	--abbrev,--anchored,--base,--binary,--break-rewrites,--cached,--cc,--check,--color,--color-moved,--color-moved-ws,--color-words,--compact-summary,--cumulative,--default-prefix,--diff-algorithm,--diff-filter,--dir-diff,--dirstat,--dirstat-by-file,--dst-prefix,--exit-code,--ext-diff,--extcmd,--find-copies,--find-copies-harder,--find-object,--find-renames,--follow,--full-index,--function-context,--gui,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--indent-heuristic,--inter-hunk-context,--irreversible-delete,--ita-invisible-in-index,--line-prefix,--minimal,--name-only,--name-status,--no-abbrev,--no-color,--no-color-moved,--no-color-moved-ws,--no-ext-diff,--no-follow,--no-indent-heuristic,--no-index,--no-patch,--no-prefix,--no-prompt,--no-rename-empty,--no-renames,--no-textconv,--numstat,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--patch,--patch-with-raw,--patch-with-stat,--patience,--pickaxe-all,--pickaxe-regex,--raw,--relative,--rename-empty,--rotate-to,--shortstat,--skip-to,--src-prefix,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--submodule,--summary,--symlinks,--text,--textconv,--theirs,--tool,--tool-help,--trust-exit-code,--unified,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-I,-M,-O,-R,-S,-U,-W,-X,-a,-b,-c,-d,-g,-l,-p,-s,-t,-u,-w,-x,-y,-z	-
git fast-export	-	--anonymize,--anonymize-map,--export-marks,--fake-missing-tagger,--full-tree,--import-marks,--mark-tags,--no-data,--progress,--reencode,--reference-excluded-parents,--refspec,--show-original-ids,--signed-tags,--tag-of-filtered-object,--use-done-feature,-C,-M	-
git fast-import	-	--active-branches,--allow-unsafe-features,--big-file-threshold,--cat-blob-fd,--date-format,--depth,--done,--export-marks,--export-pack-edges,--force,--import-marks,--import-marks-if-exists,--max-pack-size,--no-relative-marks,--quiet,--relative-marks,--rewrite-submodules-from,--rewrite-submodules-to,--signed-commits,--signed-tags,--stats	-
git fetch	-	--all,--append,--atomic,--auto-gc,--auto-maintenance,--deepen,--depth,--dry-run,--filter,--force,--ipv4,--ipv6,--jobs,--keep,--multiple,--negotiate-only,--negotiation-tip,--no-auto-gc,--no-auto-maintenance,--no-recurse-submodules,--no-tags,--no-write-fetch-head,--porcelain,--prefetch,--progress,--prune,--prune-tags,--quiet,--recurse-submodules,--recurse-submodules-default,--refetch,--refmap,--server-option,--set-upstream,--shallow-exclude,--shallow-since,--show-forced-updates,--stdin,--submodule-prefix,--tags,--unshallow,--update-head-ok,--update-shallow,--upload-pack,--verbose,--write-commit-graph,--write-fetch-head,-4,-6,-P,-a,-f,-j,-k,-m,-n,-o,-p,-q,-t,-u,-v	path
git fetch-pack	-	--all,--check-self-contained-and-connected,--deepen-relative,--depth,--exec,--include-tag,--keep,--no-progress,--quiet,--refetch,--shallow-exclude,--shallow-since,--stdin,--thin,--upload-pack,-k,-q,-v	-
git filter-branch	-	--commit-filter,--env-filter,--force,--index-filter,--msg-filter,--original,--parent-filter,--prune-empty,--setup,--state-branch,--subdirectory-filter,--tag-name-filter,--tree-filter,-d,-f	-
git fmt-merge-msg	-	--file,--into-name,--log,--message,--no-log,-F,-m	-
git for-each-ref	-	--color,--contains,--count,--exclude,--format,--ignore-case,--merged,--no-contains,--no-merged,--omit-empty,--perl,--points-at,--python,--shell,--sort,--stdin,--tcl	-
git for-each-repo	-	--config,--keep-going	-
git format-patch	-	--add-header,--attach,--base,--cc,--commit-list-format,--cover-from-description,--cover-letter,--creation-factor,--description-file,--filename-max-length,--force-in-body-from,--from,--in-reply-to,--inline,--interdiff,--keep-subject,--no-binary,--no-numbered,--no-stat,--numbered,--numbered-files,--output-directory,--progress,--quiet,--range-diff,--reroll-count,--rfc,--signature,--signature-file,--signoff,--start-number,--stdout,--subject-prefix,--suffix,--thread,--to,--zero-commit,-N,-k,-n,-o,-p,-q,-s,-v	-
git format-rev	-	--format,--notes,--null,--null-input,--null-output,--stdin-mode,-z	-
git fsck	-	--cache,--connectivity-only,--dangling,--full,--lost-found,--name-objects,--no-dangling,--no-full,--no-progress,--no-reflogs,--progress,--root,--strict,--tags,--unreachable,--verbose	-
git gc	-	--aggressive,--auto,--cruft,--detach,--expire-to,--force,--keep-largest-pack,--max-cruft-size,--prune,--quiet,-q	-
git get-tar-commit-id	-	-	-
git grep	-	--after-context,--all-match,--and,--basic-regexp,--before-context,--break,--cached,--color,--column,--context,--count,--exclude-standard,--ext-grep,--extended-regexp,--files-with-matches,--files-without-match,--fixed-strings,--full-name,--function-context,--heading,--ignore-case,--invert-match,--line-number,--max-count,--max-depth,--name-only,--no-index,--not,--null,--only-matching,--open-files-in-pager,--or,--perl-regexp,--quiet,--recurse-submodules,--recursive,--show-function,--text,--textconv,--threads,--untracked,--word-regexp,-A,-B,-C,-E,-F,-G,-H,-I,-L,-O,-P,-W,-a,-c,-e,-f,-h,-i,-l,-m,-n,-o,-p,-q,-r,-v,-w,-z	-
git gui	blame,browser,citool,version	-	-
git gui blame	-	--line	path
git gui browser	-	-	-
git gui citool	-	--amend,--nocommit	-
git gui version	-	-	-
git hash-object	-	--literally,--no-filters,--path,--stdin,--stdin-paths,-t,-w	path
git help	-	--all,--config,--developer-interfaces,--guides,--info,--man,--no-aliases,--no-external-commands,--user-interfaces,--verbose,--web,-a,-c,-g,-i,-m,-w	path
git history	fixup,reword,split	-	-
git history fixup	-	--dry-run,--empty,--no-dry-run,--reedit-message,--update-refs,-n	-
git history reword	-	--dry-run,--no-dry-run,--update-refs	-
git history split	-	--dry-run,--no-dry-run,--update-refs	-
git hook	list,run	-	-
git hook list	-	--allow-unknown-hook-name,--no-allow-unknown-hook-name,--no-show-scope,--show-scope,-z	-
git hook run	-	--allow-unknown-hook-name,--ignore-missing,--jobs,--to-stdin,-j	-
git http-backend	-	-	-
git http-fetch	-	--index-pack-args,--packfile,--recover,--stdin,-v,-w	-
git http-push	-	--all,--dry-run,--force,--verbose,-D,-d	-
git imap-send	-	--curl,--no-curl,--quiet,--verbose,-q,-v	-
git index-pack	-	--check-self-contained-and-connected,--fix-thin,--fsck-objects,--index-version,--keep,--max-input-size,--no-rev-index,--object-format,--progress-title,--promisor,--rev-index,--stdin,--strict,--threads,-o,-v	path
git init	-	--bare,--initial-branch,--object-format,--quiet,--ref-format,--separate-git-dir,--shared,--template,-b,-q	path
git instaweb	-	--browser,--httpd,--local,--port,--restart,--start,--stop,-b,-d,-l,-p	-
git interpret-trailers	-	--if-exists,--in-place,--no-divider,--only-input,--only-trailers,--parse,--trailer,--trim-empty,--unfold,--where	path
git last-modified	-	--max-depth,--recursive,--show-trees,-r,-t,-z	path
git log	-	--abbrev,--abbrev-commit,--after,--all,--all-match,--alternate-refs,--ancestry-path,--anchored,--author,--author-date-order,--base,--basic-regexp,--before,--binary,--bisect,--bisect-all,--bisect-vars,--boundary,--branches,--break-rewrites,--cached,--cc,--check,--cherry,--cherry-mark,--cherry-pick,--children,--clear-decorations,--color,--color-moved,--color-moved-ws,--color-words,--combined-all-paths,--commit-header,--committer,--compact-summary,--count,--cumulative,--date,--date-order,--decorate,--decorate-refs,--decorate-refs-exclude,--default,--default-prefix,--dense,--diff-algorithm,--diff-filter,--diff-merges,--dirstat,--dirstat-by-file,--disk-usage,--do-walk,--dst-prefix,--early-output,--encoding,--exclude,--exclude-first-parent-only,--exclude-hidden,--exclude-promisor-objects,--exit-code,--expand-tabs,--ext-diff,--extended-regexp,--filter,--filter-print-omitted,--filter-provided-objects,--find-copies,--find-copies-harder,--find-object,--find-renames,--first-parent,--fixed-strings,--follow,--format,--full-diff,--full-history,--full-index,--function-context,--glob,--graph,--graph-lane-limit,--grep,--grep-reflog,--header,--help,--histogram,--ignore-all-space,--ignore-blank-lines,--ignore-cr-at-eol,--ignore-matching-lines,--ignore-missing,--ignore-space-at-eol,--ignore-space-change,--ignore-submodules,--in-commit-order,--indent-heuristic,--indexed-objects,--inter-hunk-context,--invert-grep,--irreversible-delete,--ita-invisible-in-index,--left-only,--left-right,--line-prefix,--log-size,--mailmap,--max-age,--max-count,--max-count-oldest,--max-parents,--maximal-only,--merge,--merges,--min-age,--min-parents,--minimal,--missing,--name-only,--name-status,--no-abbrev,--no-abbrev-commit,--no-color,--no-color-moved,--no-color-moved-ws,--no-commit-header,--no-decorate,--no-diff-merges,--no-expand-tabs,--no-ext-diff,--no-filter,--no-follow,--no-indent-heuristic,--no-index,--no-mailmap,--no-max-parents,--no-merges,--no-min-parents,--no-notes,--no-object-names,--no-patch,--no-prefix,--no-relative,--no-rename-empty,--no-renames,--no-textconv,--no-use-mailmap,--no-walk,--not,--notes,--numstat,--object-names,--objects,--objects-edge,--objects-edge-aggressive,--oneline,--ours,--output,--output-indicator-context,--output-indicator-new,--output-indicator-old,--parents,--patch,--patch-with-raw,--patch-with-stat,--patience,--perl-regexp,--pickaxe-all,--pickaxe-regex,--pretty,--progress,--quiet,--raw,--reflog,--regexp-ignore-case,--relative,--relative-date,--remotes,--remove-empty,--rename-empty,--reverse,--right-only,--rotate-to,--shortstat,--show-linear-break,--show-pulls,--show-signature,--simplify-by-decoration,--simplify-merges,--since,--since-as-filter,--single-worktree,--skip,--skip-to,--source,--sparse,--src-prefix,--stat,--stat-count,--stat-graph-width,--stat-name-width,--stat-width,--stdin,--submodule,--summary,--tags,--text,--textconv,--theirs,--timestamp,--topo-order,--unified,--unpacked,--until,--use-bitmap-index,--use-mailmap,--walk-reflogs,--word-diff,--word-diff-regex,--ws-error-highlight,-0,-1,-2,-3,-B,-C,-D,-E,-F,-G,-I,-L,-M,-O,-P,-R,-S,-U,-W,-X,-a,-b,-c,-g,-h,-i,-l,-n,-p,-s,-t,-u,-w,-z	path
git ls-files	-	--abbrev,--cached,--debug,--deduplicate,--deleted,--directory,--empty-directory,--eol,--error-unmatch,--exclude,--exclude-from,--exclude-per-directory,--exclude-standard,--format,--full-name,--ignored,--killed,--modified,--others,--recurse-submodules,--resolve-undo,--sparse,--stage,--unmerged,--with-tree,-X,-c,-d,-f,-i,-k,-m,-o,-s,-t,-u,-v,-x,-z	path
git ls-remote	-	--branches,--exit-code,--get-url,--heads,--quiet,--refs,--server-option,--sort,--symref,--tags,--upload-pack,-b,-h,-o,-q,-t	-
git ls-tree	-	--abbrev,--format,--full-name,--full-tree,--long,--name-only,--name-status,--no-abbrev,--no-full-name,--no-full-tree,--object-only,-d,-l,-r,-t,-z	-
git mailinfo	-	--message-id,--quoted-cr,--scissors,-b,-k,-m,-n,-u	-
git mailsplit	-	--keep-cr,--mboxrd,-b,-d,-f,-o	path
git maintenance	is-needed,register,run,start,stop,unregister	-	-
git maintenance is-needed	-	--auto,--task	-
git maintenance register	-	-	-
git maintenance run	-	--auto,--quiet,--schedule,--task	-
git maintenance start	-	--scheduler	-
git maintenance stop	-	-	-
git maintenance unregister	-	-	-
git merge	-	--abort,--allow-unrelated-histories,--autostash,--cleanup,--commit,--compact-summary,--continue,--edit,--ff,--ff-only,--file,--gpg-sign,--into-name,--log,--message,--no-autostash,--no-commit,--no-edit,--no-ff,--no-gpg-sign,--no-log,--no-overwrite-ignore,--no-progress,--no-rerere-autoupdate,--no-signoff,--no-squash,--no-stat,--no-verify,--no-verify-signatures,--overwrite-ignore,--progress,--quiet,--quit,--rerere-autoupdate,--signoff,--squash,--stat,--strategy,--strategy-option,--summary,--verbose,--verify-signatures,-F,-S,-X,-e,-m,-n,-q,-s,-v	path
git merge-base	-	--all,--fork-point,--independent,--is-ancestor,--octopus,-a	-
git merge-file	-	--diff-algorithm,--diff3,--object-id,--ours,--theirs,--union,--zdiff3,-L,-p,-q	path
git merge-index	-	-a,-o,-q	path
git merge-one-file	-	-	-
git merge-tree	-	--allow-unrelated-histories,--merge-base,--messages,--name-only,--no-messages,--quiet,-z	-
git mergetool	-	--gui,--no-gui,--no-prompt,--prompt,--tool,--tool-help,-g,-y	path
git mktag	-	--strict	-
git mktree	-	--batch,--missing,--no-batch,--no-missing,-z	-
git multi-pack-index	compact,expire,repack,verify,write	--no-progress,--object-dir,--progress	-
